# ----------------------------------------
# Business First Stop - GA4
# Untitled exploration-Free form 1
# 20230505-20260309
# ----------------------------------------

Session default channel group,Direct,Direct,Organic Search,Organic Search,Paid Search,Paid Search,Referral,Referral,Unassigned,Unassigned,Totals,Totals
/starter-kits/vending-machine,94,88,727,609,13,13,37,28,41,33,917,767
/actions/government-contracting,413,269,201,160,129,110,158,103,121,100,1059,714
/pages/general-partnership,150,141,635,544,29,26,67,43,13,12,894,756
/AngelMatch/,299,269,32,16,0,0,255,202,3,3,905,755
/njeda-to-open-applications-for-route-80-business-assistance-grant-program-next-week/,409,370,378,289,0,0,77,67,1,1,890,743
/recent/apply-now-for-emerging-developers-grants-of-up-to-250-000,278,262,79,76,232,228,87,82,8,8,781,744
/njeda-board-approves-30-million-program-to-strengthen-food-security-and-access-in-nj-food-desert-communities/,296,245,260,209,0,0,191,166,2,2,900,744
/njeda-to-open-applications-for-film-works-grant-program/,389,359,140,110,0,0,43,34,7,7,844,744
/es/funding,365,340,166,149,174,144,45,26,20,16,844,728
/funding/premier-lender-program,234,209,110,103,55,51,61,56,333,302,804,727
/venturefunds/,240,215,471,388,0,0,159,125,2,2,882,730
/mvp2/,473,401,306,250,0,0,89,74,5,3,879,724
/njeda-expands-nj-cool-eligibility-requirements/,50,45,81,60,0,0,696,628,1,1,828,734
/tasks/mvc-title-task,246,220,266,228,116,98,245,167,11,11,896,699
/es/recent/inactive-liquor-licenses-in-new-jersey-use-it-or-lose-it,45,43,710,643,7,7,33,30,7,7,802,730
/njeda-board-approves-new-grant-program-to-support-workforce-training-center-construction/,402,373,175,150,0,0,250,183,4,3,856,726
/tasks/trucking-cdl,248,205,211,166,53,48,258,210,93,90,871,662
/pages/s-corporation-s-corp,239,226,430,378,31,29,84,64,22,22,811,690
/leaseassistance/,158,129,634,559,0,0,33,28,2,2,827,715
/notice-of-meeting-cancellation-new-jersey-green-bank-board-meeting-3/,268,267,1,1,0,0,509,450,0,0,778,718
/es/starter-kits,293,271,274,225,150,139,47,38,8,8,806,707
/recent/apply-for-tax-credits-for-historic-property-rehabilitation,445,402,141,120,10,9,144,122,2,2,797,706
/recent/important-update-for-employers,499,472,200,181,10,10,19,17,12,11,753,703
/tasks/haul-waste,277,228,210,140,47,31,312,200,108,94,971,627
/es/starter-kits/food-truck,180,86,548,346,52,26,296,221,24,21,1095,685
/governor-murphy-signs-legislation-to-spur-investment-in-new-jerseys-ai-sector/,214,179,513,444,0,0,65,58,2,2,808,695
/recent/loan-guarantees-for-small-businesses-and-their-investors,319,292,140,128,73,66,59,54,9,8,755,687
/recent/unemployment-and-disability-insurance-rates-increased-for-2026,221,209,438,379,59,55,13,13,10,10,769,691
/governor-murphy-announces-planned-innovation-center-based-in-newark/,154,133,231,188,0,0,170,157,0,0,799,684
/njeda-board-approves-landing-pad-to-support-international-businesses/,579,562,63,46,0,0,49,35,0,0,727,671
/njeda-to-host-in-person-virtual-information-sessions-for-upcoming-route-80-grant-program/,475,425,107,77,0,0,91,70,4,1,789,666
/navigator.business.nj.gov//onboarding,320,224,97,72,14,7,11,8,369,357,814,642
/atlantic-city-revitalization-grant-program/,194,146,681,502,0,0,19,16,4,3,897,665
/pages/c-corporation-c-corp,162,145,509,429,40,29,52,41,25,25,787,659
/wind_institute/,108,94,599,464,0,0,121,106,3,3,835,660
/es/pages/market-your-business,95,86,433,391,18,17,145,136,7,7,733,663
/manufacturing-voucher-program-phase-iii-approved-by-njeda-board/,188,149,154,129,0,0,345,331,0,0,752,663
/sbir-sttr/,115,87,330,235,0,0,30,23,8,5,846,661
/tasks/land-permitting,244,219,264,241,36,34,167,150,5,5,730,633
/bags/buyer-sign-in,343,317,184,177,33,31,89,73,5,5,709,648
/recent/commercial-property-owners-submit-comments-on-draft-c-pace-guidelines,229,215,54,45,26,23,21,20,7,7,716,651
/inc-nj/,516,379,133,69,0,0,23,14,7,2,919,644
/certification/dbe,243,210,197,158,71,57,147,120,84,78,773,618
/recent/employers-please-stay-off-the-wall,342,325,95,84,97,90,81,65,7,7,704,642
/tasks/mvc-register-task,204,181,242,202,103,88,226,159,10,9,797,614
/premierlender/,437,345,251,162,0,0,102,87,4,2,845,638
/njeda-sosv-and-princeton-plasma-physics-laboratory-partner-to-launch-plasma-focused-strategic-innovation-center/,513,487,85,59,0,0,44,33,0,0,715,637
/food-desert-relief-tax-credit-program/,209,186,312,248,0,0,63,53,2,2,762,636
/certification/veteran-owned-business,287,200,206,144,83,68,203,127,85,80,892,587
/certification/lgbtq,256,211,170,148,89,74,146,115,83,75,760,609
/es/faqs/what-are-new-jerseys-principal-industries,45,42,691,573,0,0,19,19,3,3,756,631
/tasks/state-bar-attorney,229,212,224,204,70,65,79,62,93,86,699,601
/archived/search-results,324,311,156,150,139,137,19,18,7,6,657,628
/nj-zip-vendor-list/,328,241,495,351,0,0,70,32,8,7,902,608
/njeda-board-approves-new-program-to-expand-cultural-arts-facilities-across-nj/,323,245,174,133,0,0,39,27,5,4,801,624
/founders-and-funders/,373,295,357,252,0,0,51,39,3,3,840,613
/small_midsize_business/,599,596,7,7,0,0,24,23,1,1,631,627
/cannabis-seed-equity-grant/,171,146,525,451,0,0,16,15,3,3,723,615
/small-business-liquor-license-grant/,391,301,333,184,0,0,86,61,4,4,906,599
/funding/njeda-rd-voucher,154,141,162,142,47,47,23,20,292,265,684,613
/njeda-to-open-applications-for-main-street-acquisition-support-grant/,379,346,95,68,0,0,114,106,1,1,692,616
/recent/purchase-discounted-tax-credits-to-support-food-security,261,251,108,100,40,35,47,38,3,3,662,617
/affirmativeaction/,415,334,338,256,0,0,30,18,3,2,787,604
/es/pages/hiring-employees,69,68,489,430,6,6,104,92,8,8,681,604
/bondfinancing/,276,232,418,310,0,0,78,64,0,0,773,594
/es/pages/building-permits-and-inspections,63,55,594,507,4,4,34,29,9,8,707,601
/starter-kits/more-kits-comings-soon,203,193,279,233,67,62,65,59,47,47,671,601
/njeda-board-approves-two-programs-to-advance-new-jerseys-leadership-in-artificial-intelligence/,267,211,343,271,0,0,70,56,3,3,755,601
/selection-results/,494,408,201,172,0,0,18,18,1,1,713,595
/about/mary-maples/,246,210,454,373,0,0,9,8,4,3,715,588
/governor-murphy-princeton-university-microsoft-coreweave-cut-ribbon-on-major-artificial-intelligence-hub/,232,217,308,258,0,0,57,49,3,3,677,591
/tasks/trucking-boc3,205,178,167,128,56,42,255,173,71,70,759,545
/tasks/community-right-to-know-survey,313,193,228,181,47,46,238,160,4,4,856,550
/tasks/trucking-insurance,184,164,134,119,59,45,227,175,79,77,688,537
/funding/venture-fund-investments,170,156,214,181,69,66,47,40,145,124,653,571
/recent/small-businesses-can-get-reimbursed-for-building-improvements,297,273,213,169,108,99,8,8,13,10,653,565
/njeda-opens-applications-for-phase-two-of-child-care-facilities-improvement-program/,55,46,26,23,0,0,523,493,1,0,606,562
/recent/enter-the-film-industry-with-njedas-film-works-grant-program,310,278,219,195,47,42,22,20,9,7,627,558
/funding/small-business-improvement-grant,136,122,337,306,67,65,48,44,2,2,613,556
/njeda-board-approves-17m-in-local-property-acquisition-grants-to-support-12-revitalization-projects-across-new-jersey/,235,199,239,195,0,0,44,37,6,5,665,553
/starter-kits/healthcare,158,135,401,338,22,21,56,46,13,12,653,552
/food-and-agriculture-research-development-pilot-grant-program/,252,235,103,91,0,0,168,153,2,1,607,553
/main-street-recovery-fund/,342,322,245,197,0,0,26,23,1,0,626,550
/njbgs,340,336,165,161,31,31,18,16,3,3,561,548
/tasks/air-permitting,201,181,220,206,18,17,150,135,4,4,605,532
/archived/old-home,198,193,106,105,168,162,60,60,8,8,562,548
/technology-business-tax-certificate-transfer-nol-program-era/,154,142,449,383,0,0,30,22,1,1,636,545
/made-in-nj-production-the-walking-dead-the-ones-who-live-makes-debut/,18,17,572,523,0,0,5,5,0,0,598,548
/wind-institute-fellowship/,115,100,518,396,0,0,52,40,1,1,707,537
/certification/dvob,226,171,210,138,74,58,135,90,83,79,741,515
/njeda-approves-first-nj-innovation-evergreen-fund-investment-to-newark-based-1huddle/,503,499,46,38,0,0,26,6,1,1,578,546
/recent/public-works-contractors-certify-your-payroll-records-online,219,211,230,202,82,77,36,26,5,5,597,540
/tasks/nonprofit-charity-registration,273,211,117,97,33,31,162,122,79,73,681,502
/recent/save-the-date-governors-conference-on-housing-and-economic-development,36,28,634,498,4,4,6,4,1,1,681,532
/adding-to-robust-suite-of-clean-energy-programs-njeda-board-approves-garden-state-c-pace-program/,437,416,79,58,0,0,32,25,1,1,582,530
/maternal-and-infant-health-grant/,139,120,440,376,0,0,30,29,2,2,621,526
/njeda-to-open-applications-for-atlantic-city-revitalization-grant-program-phase-ii/,78,60,104,88,0,0,371,332,0,0,604,530
/funding/angel-investor-tax-credit-program,104,97,449,368,4,3,69,57,2,1,630,526
/tasks/priority-status-cannabis,305,205,145,83,20,14,317,144,96,79,885,430
/recent/employers-must-display-updated-family-leave-insurance-poster,250,235,189,169,74,70,18,11,4,4,574,522
/recent/small-businesses-can-receive-lease-payment-support,272,239,123,111,141,131,13,13,9,9,579,517
/tasks/site-requirements-cosmetology,187,159,138,112,52,46,165,133,75,67,626,481
/jersey-city-mixed-use-development-approved-for-aspire-tax-credits-by-njeda-board/,176,149,249,211,0,0,117,107,3,3,598,519
/apprenticeship-training-center-construction-grant-program/,358,303,87,47,0,0,67,56,10,10,636,513
/recent/determine-your-eligibility-for-the-cannabis-equity-grant-program,167,148,281,249,16,16,80,74,6,6,572,512
/es/pages/certifications,108,102,392,294,30,28,76,66,8,8,631,501
/certification/sedb,259,201,185,132,83,68,66,57,44,34,653,495
/starter-kits/retail,212,202,200,185,37,34,83,74,13,10,549,499
/tasks/nonprofit-business-bylaws,259,211,173,140,114,89,65,53,4,4,625,481
/catalyst-seed-grant-program/,114,83,447,352,0,0,59,55,7,6,635,497
/tasks/floor-plan-approval-doh,198,162,134,120,50,43,138,110,60,59,590,474
/cleantechvoucher/,147,120,144,96,0,0,269,228,1,1,622,496
/es/pages/finance-your-business,127,112,322,277,29,25,64,58,8,8,569,493
/tasks/logistics-site-evaluation,199,175,157,138,52,49,76,62,67,67,557,461
/tasks/register-accounting-firm,275,173,152,114,60,53,176,104,52,46,725,446
/es/plan,188,151,131,121,57,55,55,34,17,17,577,489
/economicplan/,228,217,299,257,0,0,28,22,1,0,556,496
/recent/apply-for-grants-to-redevelop-underutilized-public-property,209,196,31,30,134,119,76,71,8,8,532,488
/es/contact-us,192,179,231,197,41,38,72,56,2,2,560,484
/tasks/trucking-usdot,181,156,138,103,38,33,225,145,55,52,641,455
/esop-assistance-program/,273,224,80,54,0,0,97,68,3,2,619,485
/pages/lgbtq,168,160,284,236,39,35,53,52,1,1,551,486
/funding/dbe-ssp,152,136,136,119,58,54,73,68,101,99,531,466
/nj-motion-picture-and-television-commission-announces-jon-crowley-as-new-executive-director/,49,40,512,440,0,0,4,4,0,0,566,483
/hdsrf/,68,62,520,394,0,0,26,18,3,2,617,470
/funding/nj-zero-emission-incentive-program-njzip,72,66,402,352,11,11,49,41,1,1,539,473
/njeda-kean-university-icic-partner-to-bring-national-education-program-for-underserved-construction-contractors-to-new-jersey/,279,261,80,59,0,0,23,17,0,0,524,468
/bags/vendorclearinghouse,424,390,38,32,15,14,30,18,6,6,524,467
/technology/,244,208,263,205,0,0,44,32,2,2,579,463
/recent/apply-for-grants-to-train-your-workers,271,247,122,109,15,14,43,27,3,3,527,465
/njeda-awards-7m-to-revitalize-trentons-south-broad-street-corridor/,344,339,64,55,0,0,39,30,1,1,493,465
/njeda-launches-new-digital-platform-to-connect-states-innovation-ecosystem/,353,341,48,35,0,0,2,2,0,0,504,463
/support/login,248,216,112,98,111,94,19,18,7,7,536,445
/activation-revitalization-and-transformation-art-program/,205,175,324,250,0,0,28,23,1,1,571,455
/njeda-board-approves-4-2m-revitalization-grant-to-support-showboat-expansion-in-atlantic-city/,121,92,317,280,0,0,85,73,1,1,541,456
/bfloans/,20,20,445,433,0,0,4,4,0,0,469,456
/faqs/how-do-i-participate-in-the-small-business-set-aside-program,234,219,111,99,15,14,122,108,8,8,498,444
/tasks/determine-naics-code,155,152,108,103,23,22,59,56,125,124,471,442
/recent/bring-your-out-of-state-workers-back-to-nj-with-nj-rise-program-grants,192,183,84,78,80,76,40,38,4,4,482,451
/njeda-approves-500k-to-expand-route-80-grant-program/,332,322,72,57,0,0,50,30,2,2,489,442
/tasks/home-baker-license,161,115,151,116,85,49,219,108,53,50,676,391
/recent/new-jersey-contractors-tax-exemption-alert-for-affordable-housing,146,140,237,197,28,28,47,42,3,3,502,441
/recent/green-energy-projects-available,192,188,55,47,104,96,19,15,5,5,479,435
/notice-of-njeda-board-meeting-6-11-2025/,282,281,21,18,0,0,171,139,1,1,474,439
/actions/close-your-business,249,193,283,188,46,35,16,12,2,2,610,425
/tasks/payment-structure,146,129,236,191,28,26,54,42,46,45,514,406
/ai-challenge/,262,196,261,177,0,0,62,48,5,4,599,428
/es/pages/exporting,75,69,292,252,14,12,104,89,7,5,497,426
/evergreen-investment/,333,316,134,105,0,0,9,8,0,0,477,426
/es/pages/mwbe,79,76,311,254,31,30,65,65,1,1,488,417
/njeda-board-approves-program-to-assist-companies-in-creating-employee-stock-ownership-plans/,272,269,57,48,0,0,89,69,1,0,463,423
/in-observance-of-earth-month-njeda-announces-more-than-4-3m-to-support-green-economy-workforce/,369,326,54,43,0,0,19,16,1,1,494,423
/henri-ida-relief/,77,68,365,343,0,0,11,10,0,0,453,421
/recent/technology-startups-apply-for-up-to-500-000-in-matching-investments,178,153,176,153,21,19,53,43,10,10,484,416
/about/shawn-m-latourette/,22,21,429,394,0,0,3,3,2,1,456,419
/funding/upskill-free-incumbent-worker-training-programs,71,55,301,240,21,20,116,96,1,1,516,408
/recent/boost-employee-ownership-with-njedas-esop-assistance-program,306,279,80,74,19,19,23,19,18,14,460,413
/tasks/landlord-location-eval,169,161,176,153,56,50,51,41,8,8,463,402
/aspire-tax-credits-approved-to-advance-mixed-use-development-anchored-by-njpac/,68,57,203,182,0,0,196,162,2,1,479,412
/starter-kits/management-consulting,98,91,279,245,30,27,42,36,12,10,466,410
/tasks/trucking-irp,151,132,120,95,29,24,131,113,43,42,483,384
/tasks/healthcare-cds,134,120,145,126,51,49,121,104,1,1,457,385
/csit-awards-3m-to-41-new-jersey-based-start-ups-through-round-3-catalyst-and-clean-tech-seed-grant-programs/,187,142,136,100,0,0,104,77,0,0,518,399
/funding/growing-apprenticeship-in-nontraditional-sectors,111,89,397,283,17,12,24,16,5,4,553,400
/online-payments/,471,300,173,92,0,0,12,9,1,1,659,392
/recent/grow-your-workforce-with-stem-loan-redemption,181,176,73,71,27,26,39,36,3,3,416,401
/njeda-and-princeton-university-take-next-steps-to-develop-ai-hub/,98,88,325,281,0,0,32,29,0,0,460,401
/es/pages/select-a-location,102,96,239,227,22,21,47,44,6,6,426,398
/helix-in-new-brunswick-becomes-first-project-approved-under-the-aspire-tax-credit-program/,57,46,361,317,0,0,33,29,0,0,460,399
/applications-for-csits-clean-tech-seed-grant-round-4-now-open/,348,340,78,41,0,0,16,13,4,3,450,398
/new-jersey-counters-new-york-congestion-pricing-with-campaign-to-encourage-relocation-of-new-jerseyans-commuting-to-nyc-to-new-jersey/,267,260,108,98,0,0,28,26,0,0,421,400
/tasks/broker-license,465,180,105,90,32,28,53,36,67,65,724,372
/projects-filmed-in-nj-set-to-appear-at-sundance-film-festival/,26,24,317,304,0,0,71,69,2,2,417,398
/about/tai-cooper/,139,130,312,258,0,0,6,5,2,2,462,393
/film-digital-media-studio-infrastructure-program/,96,83,327,296,0,0,14,12,3,2,444,396
/funding/tax-credit-for-hiring-veterans-and-other-target-groups,55,43,312,271,5,5,84,74,0,0,460,396
/new-jersey-film-digital-media-diversity-plan/,90,74,116,85,0,0,311,230,0,0,522,384
/recent/no-sales-tax-holiday-this-year,109,107,10,10,33,33,22,16,5,5,401,393
/njeda-approves-100-loans-under-nj-capital-access-fund-to-support-small-businesses-and-nonprofits/,287,274,79,68,0,0,10,10,3,3,425,388
/offshore-wind-workforce-and-skills-development-grant-challenge/,324,318,73,64,0,0,9,8,0,0,408,391
/mgmt/cms,1879,240,6387,38,5,2,2502,60,282,35,12880,303
/njedas-nol-program-generated-28-1-billion-in-economic-impact-and-supported-nearly-600-companies/,311,306,36,30,0,0,10,5,0,0,413,389
/njeda-board-approves-programs-to-expand-number-of-zero-emission-medium-and-heavy-duty-vehicles-on-nj-roadways/,228,203,128,94,0,0,53,40,2,1,471,386
/notice-of-public-hearing-tefra-5/,286,280,15,13,0,0,106,91,3,2,411,384
/about/philip-b-alagia/,79,59,345,322,0,0,2,2,4,2,431,383
/njeda-board-approves-aspire-award-for-affordable-housing-development-in-atlantic-county/,40,34,331,297,0,0,53,49,0,0,429,384
/njeda-expands-geographic-eligibility-for-nj-cool-program/,334,332,38,31,0,0,15,8,0,0,403,384
/njeda-releases-second-annual-global-economic-index/,317,311,22,21,0,0,9,7,1,1,404,379
/question/resources,242,223,32,27,4,4,130,117,7,7,417,374
/urban-investment-fund-grant-program/,173,145,288,213,0,0,22,17,2,2,490,374
/tasks/new-home-builder-license,153,117,111,88,62,49,136,88,32,31,515,351
/njeda-continuing-support-for-start-ups-strengthening-innovation-economy-through-nj-accelerate-program/,245,160,145,117,0,0,61,54,4,3,503,375
/about/robert-asaro-angelo/,23,22,396,352,0,0,2,2,1,0,422,376
/event/info-session-activation-revitalization-and-transformation-a-r-t-program/,366,365,12,9,0,0,2,0,0,0,382,375
/new-trenton-residential-development-project-approved-by-njeda-board-for-aspire-tax-credits/,29,26,269,251,0,0,9,6,0,0,401,374
/tasks/zoning,124,103,131,118,27,25,95,78,47,46,431,355
/30-organizaciones-sin-fines-de-lucro-de-new-jersey-recibiran-175-millones-de-dolares-en-subvenciones-a-traves-de-la-nueva-fase-del-programa-de-apoyo-a-restaurantes-y-familias-necesitadas-de-la-njeda/,18,18,370,354,0,0,1,1,2,1,390,373
/funding/vehicle-charging-grant,148,135,69,64,35,34,59,50,77,72,406,360
/njeda-issues-rfp-for-firms-to-manage-new-landing-pad-for-international-companies/,327,318,43,38,0,0,15,13,0,0,389,371
/njeda-aims-to-strengthen-film-digital-media-talent-pipeline-with-new-workforce-development-initiatives/,273,195,196,130,0,0,33,25,2,0,525,367
/pages/socially-and-economically-disadvantaged-business-sebd,105,95,366,237,14,11,17,16,12,7,516,360
/pages/favicon.ico,0,0,0,0,0,0,368,367,0,0,368,367
/bags/vendor-list,321,240,80,61,25,15,62,36,1,1,505,360
/njeda-board-approves-10-million-small-business-liquor-license-grant-program/,215,164,175,156,0,0,28,17,3,3,452,365
/njeda-nokia-bell-labs-partner-to-launch-strategic-innovation-center/,143,117,225,181,0,0,31,21,4,3,462,362
/njedas-emerge-program-secures-major-pharmaceutical-companys-presence-in-nj/,197,165,113,90,0,0,29,28,5,3,434,362
/funding/angel-match,127,114,56,51,29,28,28,26,148,135,394,352
/notice-of-ccrc-board-meeting-43/,288,287,5,5,0,0,95,66,0,0,388,358
/filings/nj-500,288,209,96,61,21,18,43,35,33,26,490,333
/njeda-to-host-info-session-for-businesses-newly-eligible-for-route-80-business-assistance-grant-program/,323,322,33,24,0,0,11,8,1,1,368,355
/tasks/cannabis-bank-account,168,134,88,62,13,10,143,96,54,49,470,301
/es/grow,131,124,52,50,14,14,24,16,13,13,387,346
/tasks/conditional-cannabis-license,243,149,93,51,16,12,218,92,52,46,624,290
/jobsnj/,104,103,255,234,0,0,14,13,1,1,375,351
/recent/discrimination-protections-apply-to-all-remote-workers,176,170,129,108,28,26,12,10,2,2,383,351
/funding/childcare-improvement,162,141,145,131,22,22,29,27,8,8,389,345
